번호,개방서비스명,소재지전화,도로명전체주소,사업장명,업태구분명,진료과목내용명
773,의원,031-377-3881,"경기도 화성시 동탄구 동탄대로5길 15, 그랑파사쥬 4077~4089호 (송동)",동탄밴스의원,의원,피부과 성형외과
774,의원,031-374-2811,"경기도 화성시 동탄구 동탄대로4길 47, AJ프라자 204~220호 (장지동)",동탄이엠365의원,의원,응급의학과 가정의학과 비뇨의학과 피부과 이비인후과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 신경과 내과
775,의원,031-372-7077,"경기도 화성시 동탄구 동탄대로5길 9, 그랑파사쥬 4001~4007,4011~4018호 (송동)",동탄센트럴정형외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과
776,의원,031-378-8010,"경기도 화성시 동탄구 동탄대로5길 15, 그랑파샤쥬 4039~4048호 (송동)",서울굿플란트치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
777,의원,031-377-2870,"경기도 화성시 동탄구 동탄대로5길 15, 그랑파샤쥬 4001~4004호 (송동)",그랑플란트치과의원,치과의원,영상치의학과 구강내과 치과보존과 치주과 소아치과 치과보철과 구강악안면외과
778,의원,031-377-1373,"경기도 화성시 동탄구 동탄영천로 81-5, 골든프라자 301,302호 (영천동)",연세기쁨의원,의원,가정의학과 피부과 이비인후과 소아청소년과 정형외과 내과
779,의원,031-378-0008,"경기도 화성시 동탄구 동탄순환대로 708, 201~202호 (영천동)",경희명보한의원,한의원,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과
780,의원,031-8015-1022,"경기도 화성시 동탄구 삼성1로 150, 석진 파아란 오피스텔 201호 (석우동)",닥터황치과의원,치과의원,영상치의학과 치과보존과 치주과 치과보철과 구강악안면외과
781,의원,031-547-9866,"경기도 화성시 동탄구 동탄신리천로 406, 리더스퀘어 312~313호 (목동)",서울아이미래치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
782,의원,031-377-3537,"경기도 화성시 동탄구 동탄순환대로 257, 종산타워 304(일부)~305호 (산척동)",삼성봄그린산부인과의원,의원,피부과 산부인과 성형외과
783,의원,031-8058-0365,"경기도 화성시 동탄구 동탄대로 446, 동탄역 그란비아스타 3009, 3010호 (청계동)",한양류마유내과의원,의원,내과
784,의원,031-373-3206,"경기도 화성시 동탄구 동탄대로 446, 동탄역 그란비아스타 3008호 (청계동)",키즈앤하이성장의원,의원,소아청소년과
785,의원,031-375-0020,"경기도 화성시 동탄구 동탄순환대로 257, 종산타워 301~304호 (산척동)",서울아산센트럴내과의원,의원,가정의학과 비뇨의학과 피부과 이비인후과 소아청소년과 내과
786,의원,031-8015-5585,"경기도 화성시 동탄구 동탄원천로 157, 오피스타워 3층 (반송동)",에미뜨의원,의원,피부과 성형외과
787,의원,031-8055-7825,"경기도 화성시 동탄구 동탄역로 196, 202~207호 (여울동, 동탄역 예미지 시그너스)",나노성형외과의원,의원,성형외과
788,의원,031-8058-0288,"경기도 화성시 동탄구 동탄지성로 134, 한솔프라자 2층 (능동)",청담탑정형외과의원,의원,정형외과 마취통증의학과
789,의원,031-377-6777,"경기도 화성시 동탄구 동탄순환대로 685, 501호, 504호 (영천동)",서울우리내과의원,의원,가정의학과 비뇨의학과 피부과 이비인후과 소아청소년과 내과
790,의원,031-8077-9876,"경기도 화성시 동탄구 동탄순환대로 127-27, 201~203, 801호 (산척동)",패스트본정형외과의원,의원,정형외과 영상의학과
791,의원,031-8077-2699,"경기도 화성시 동탄구 동탄대로 446, 그란비아스타 2006호~2007호 (청계동)",선인장가족한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과
792,의원,031-378-8266,"경기도 화성시 동탄구 동탄역로 150, 301~305호 (여울동, 동탄역 롯데캐슬)",샤인룩스의원,의원,피부과
793,의원,0507-1395-1170,"경기도 화성시 동탄구 동탄대로 489, 동탄역우성타워 401호~402호 (여울동)",제이엠가정의학과의원,의원,가정의학과 비뇨의학과 피부과 이비인후과 안과 소아청소년과 정신건강의학과 신경과 내과
794,의원,031-8015-2175,"경기도 화성시 동탄구 동탄중앙로 76, 서건프라자 2층 (반송동)",동탄탑내과의원,의원,비뇨의학과 피부과 이비인후과 소아청소년과 정신건강의학과 신경과 내과
795,의원,031-723-0228,"경기도 화성시 동탄구 동탄첨단산업1로 27, 금강펜테리움 IX타워 MB11호~13호 (영천동)",이플치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
796,의원,031-831-8722,"경기도 화성시 동탄구 동탄대로 446, 그란비아스타 3017호~3023호 (청계동)",동탄스노우의원,의원,피부과
797,의원,031-375-1190,"경기도 화성시 동탄구 동탄신리천로 406, 리더스퀘어 301호~305호 3층 (목동)",올바른소아청소년과의원,의원,소아청소년과
798,의원,031-831-9708,"경기도 화성시 동탄구 동탄순환대로20길 118, 우성스타파크 B 201호~203호 (목동)",삼성플러스안과의원,의원,안과
799,의원,031-8077-2401,"경기도 화성시 동탄구 동탄순환대로 400, 우성스타시티 A동 401호 (목동)",좋은날 정신건강의학과의원,의원,정신건강의학과
800,의원,031-784-7095,"경기도 화성시 동탄구 동탄첨단산업1로 27, 금강펜테리움 IX타워 C동 1층 M4호 (영천동)",고담한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과
801,의원,031-372-6508,"경기도 화성시 동탄구 동탄대로 537, 라스플로레스 325.326 (여울동)",리프탑의원,의원,피부과
802,의원,031-8003-7511,"경기도 화성시 동탄구 동탄반석로 120, 제일프라자(201호) (반송동)",일동탄정형외과의원,의원,마취통증의학과 정형외과
803,의원,031-8043-2078,"경기도 화성시 동탄구 동탄대로시범길 134, 1033,1034호 (청계동, 동탄역시범반도유보라아이비파크4.0)",아주큰나무정신건강의학과의원,의원,정신건강의학과
804,의원,031-373-9365,"경기도 화성시 동탄구 동탄대로 537, 라스플로레스 B동 505,506호 (여울동)",경희로운한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과
805,의원,031-372-1373,"경기도 화성시 동탄구 동탄순환대로20길 124, 우성스타파크 A 402~405호 (목동)",아우라엘의원,의원,피부과
806,의원,031-613-5022,"경기도 화성시 동탄구 동탄문화센터로 61, 아시아 프라자 502호 (반송동)",동탄라온여성의원,의원,피부과 산부인과
807,의원,031-8058-1208,"경기도 화성시 동탄구 동탄대로시범길 146, 202,203호 (청계동)",동탄뿌리정형외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과
808,의원,031-373-1946,"경기도 화성시 동탄구 동탄대로4길 39, 포트센트럴파크 304호 (장지동)",정이든치과의원,치과의원,통합치의학과 예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과보철과 구강악안면외과
809,의원,031-372-7546,"경기도 화성시 동탄구 동탄오산로 29, B동 137,138,139,140,141호 (여울동, 동탄2신도시 동탄역 디에트르 퍼스티지)",차오름한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과
810,의원,1661-4029,"경기도 화성시 동탄구 동탄대로 557-9, 우성르보아시티 B동 601~603호 (여울동)",뮤즈의원,의원,피부과
811,의원,031-376-2812,"경기도 화성시 동탄구 동탄대로 537, 226~228호 (여울동)",뷰레스트의원,의원,피부과
812,의원,031-376-0650,"경기도 화성시 동탄구 동탄신리천로 406, 204~209호, 216~218호 (목동)",에르샤몽의원,의원,가정의학과 피부과 성형외과 내과
813,의원,031-378-4939,"경기도 화성시 동탄구 동탄대로시범길 261, 리더스프라자 203호 (청계동)",동탄아이언소아청소년과의원,의원,소아청소년과 내과
814,의원,031-373-2825,"경기도 화성시 동탄구 동탄역로 150, B동 317~319호 (여울동, 동탄역 롯데캐슬)",동탄이로움치과의원,치과의원,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과 통합치의학과
815,의원,031-994-5000,"경기도 화성시 동탄구 동탄순환대로 245, SMP타워 3층 (산척동)",다시봄날의원,의원,가정의학과 피부과 성형외과
816,의원,031-375-2754,"경기도 화성시 동탄구 동탄대로1길 3, 3층 (장지동)",365스마일치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
817,의원,031-372-0101,"경기도 화성시 동탄구 동탄순환대로 127-9, 우성애비뉴타워 301~305호 (산척동)",성모브이아이피신경외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과
818,의원,031-372-0070,"경기도 화성시 동탄구 동탄역로 150, B동 314~316호 (여울동, 동탄역 롯데캐슬)",동탄오라클피부과의원,의원,피부과
819,의원,031-373-0002,"경기도 화성시 동탄구 동탄순환대로27길 30, NH농협하나로마트동탄유통센터 1,2층 (영천동)",동탄하나로치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
820,의원,031-374-5007,"경기도 화성시 동탄구 동탄오산로 86-3, 동탄역MK타워 8층 (오산동)",잇츠미의원,의원,피부과
821,의원,031-373-7525,"경기도 화성시 동탄구 동탄신리천로 406, 리더스퀘어 212~215호 (목동)",오스플란트치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 치과보철과 구강악안면외과
822,의원,031-613-2879,"경기도 화성시 동탄구 동탄원천로 163, 위너스타 302호 (반송동)",동탄연세세브란스치과의원,치과의원,통합치의학과 예방치과 구강병리과 구강내과 치과보존과 치주과 소아치과 치과보철과 구강악안면외과
823,의원,031-355-7582,"경기도 화성시 동탄구 동탄순환대로20길 124, 우성스타파크 A 305,306,307호 (목동)",예나치과교정과치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
824,의원,031-548-1254,"경기도 화성시 동탄구 동탄순환대로 406, 우성스타시티 B동 401,402호 (목동)",동탄다정치과의원,치과의원,예방치과 구강내과 치과보존과 치주과 소아치과 치과보철과 구강악안면외과
825,의원,1833-9718,"경기도 화성시 동탄구 동탄원천로 163, 위너스타 302-1호 (반송동)",블리비의원,의원,피부과 성형외과
826,의원,031-376-7115,"경기도 화성시 동탄구 동탄순환대로 127-5, 우성센트럴타워 613,614호 (산척동)",캠프나인치과의원,치과의원,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과
